"id_user","0","1","2","3","4","5","6","7","8","9","10","11","12"
"12347","12347","12347","DEL","DEL","12347","DEL","12347","DEL","12347","DEL","12347","DEL","12347"
"12348","12348","12348","DEL","DEL","12348","DEL","DEL","DEL","DEL","12348","DEL","DEL","DEL"
"12349","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12349","DEL"
"12350","DEL","DEL","12350","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL"
"12352","DEL","DEL","12352","12352","DEL","DEL","DEL","DEL","DEL","12352","DEL","12352","DEL"
"12354","DEL","DEL","DEL","DEL","12354","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL"
"12355","DEL","DEL","DEL","DEL","DEL","12355","DEL","DEL","DEL","DEL","DEL","DEL","DEL"
"12356","DEL","12356","DEL","DEL","12356","DEL","DEL","DEL","DEL","DEL","DEL","15482","DEL"
"12357","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12357","DEL"
"12358","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12358","DEL","DEL","DEL","DEL","12358"
"12359","DEL","12359","12359","DEL","DEL","DEL","12359","DEL","DEL","DEL","12359","DEL","DEL"
"12360","DEL","DEL","DEL","DEL","DEL","12360","DEL","DEL","12360","DEL","12360","DEL","DEL"
"12361","DEL","DEL","12361","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL"
"12362","DEL","DEL","12362","DEL","12362","DEL","DEL","12362","12362","12362","12362","12362","12362"
"12363","DEL","DEL","DEL","DEL","12363","DEL","DEL","DEL","12363","DEL","DEL","DEL","DEL"
"12364","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12364","15187","12364","DEL","12364"
"12365","DEL","DEL","12365","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL"
"12367","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12367"
"12370","12370","DEL","DEL","12370","DEL","DEL","DEL","DEL","DEL","DEL","12370","DEL","DEL"
"12371","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12371","DEL","DEL"
"12372","DEL","DEL","12372","DEL","DEL","12372","DEL","DEL","DEL","12372","DEL","DEL","DEL"
"12373","DEL","DEL","12373","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL"
"12374","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12374","DEL"
"12375","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12375","DEL","12375","DEL"
"12377","12377","12377","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL"
"12378","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12378","DEL","DEL","DEL","DEL"
"12379","DEL","DEL","DEL","DEL","DEL","DEL","12379","DEL","DEL","12379","DEL","DEL","DEL"
"12380","DEL","DEL","DEL","DEL","DEL","DEL","12380","DEL","DEL","12380","12380","12380","DEL"
"12381","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12381","DEL","12637","12381","12381"
"12383","12383","12383","DEL","12383","12383","DEL","12383","DEL","DEL","DEL","DEL","DEL","DEL"
"12384","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12384","DEL","DEL","12384","DEL"
"12386","12386","12386","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL"
"12388","DEL","12388","12388","12388","DEL","DEL","DEL","12388","DEL","12388","DEL","12388","DEL"
"12390","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12390","DEL","DEL","DEL"
"12391","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12391","DEL"
"12393","DEL","12393","DEL","DEL","12393","DEL","DEL","DEL","DEL","12393","DEL","DEL","DEL"
"12394","DEL","DEL","DEL","DEL","DEL","12394","DEL","DEL","DEL","DEL","12394","DEL","DEL"
"12395","12395","DEL","12395","12395","DEL","12395","12395","DEL","12395","DEL","12395","12395","DEL"
"12397","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12397","DEL","DEL","DEL","12397","DEL"
"12398","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12398","DEL","DEL"
"12399","DEL","DEL","DEL","12399","DEL","12399","12399","DEL","12399","DEL","DEL","DEL","DEL"
"12401","DEL","DEL","12401","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL"
"12402","DEL","12402","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL"
"12403","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12403","DEL","DEL"
"12405","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12405","DEL","DEL","DEL","DEL","DEL"
"12406","DEL","DEL","DEL","DEL","DEL","DEL","12406","DEL","DEL","DEL","DEL","12406","DEL"
"12407","DEL","DEL","DEL","12407","12407","DEL","DEL","12407","DEL","DEL","12407","DEL","DEL"
"12408","DEL","DEL","DEL","12408","DEL","DEL","12408","DEL","DEL","12408","DEL","12408","DEL"
"12409","DEL","DEL","DEL","DEL","DEL","DEL","12409","DEL","DEL","12409","DEL","DEL","DEL"
"12410","DEL","DEL","12410","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL"
"12412","DEL","DEL","DEL","DEL","DEL","DEL","12412","12412","DEL","12412","DEL","DEL","DEL"
"12413","DEL","12413","DEL","DEL","12413","DEL","DEL","DEL","DEL","DEL","12413","DEL","DEL"
"12414","DEL","DEL","12414","DEL","12414","12414","DEL","DEL","DEL","DEL","DEL","DEL","DEL"
"12417","12417","12417","DEL","12417","12417","DEL","12417","DEL","12417","DEL","12417","DEL","12417"
"12418","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12418","DEL","DEL","DEL","DEL"
"12420","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12420","DEL","DEL"
"12421","DEL","12421","DEL","DEL","DEL","DEL","12421","DEL","12421","DEL","DEL","12421","DEL"
"12422","DEL","12422","DEL","DEL","DEL","DEL","12422","DEL","DEL","12422","DEL","DEL","DEL"
"12423","12423","DEL","12423","12423","12423","12423","12423","DEL","12423","DEL","DEL","DEL","12423"
"12424","DEL","DEL","DEL","DEL","DEL","DEL","12424","DEL","DEL","DEL","DEL","DEL","DEL"
"12425","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12425","DEL","DEL","DEL"
"12426","DEL","DEL","DEL","DEL","DEL","12426","DEL","DEL","DEL","DEL","DEL","DEL","DEL"
"12427","12427","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12427","12427","DEL"
"12428","DEL","DEL","DEL","12428","12428","DEL","DEL","12428","12428","DEL","DEL","12428","DEL"
"12429","12429","DEL","DEL","DEL","12429","DEL","12429","DEL","DEL","DEL","DEL","12429","DEL"
"12430","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12430","DEL","DEL"
"12431","12431","12431","12431","DEL","DEL","12431","DEL","12431","12431","DEL","12431","13758","DEL"
"12432","DEL","DEL","DEL","DEL","DEL","DEL","12432","DEL","DEL","DEL","12432","DEL","DEL"
"12433","12433","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12433","12433","12433","12433"
"12434","DEL","DEL","DEL","12434","DEL","DEL","DEL","DEL","DEL","12434","DEL","DEL","DEL"
"12435","DEL","DEL","DEL","12435","DEL","DEL","DEL","DEL","DEL","12435","DEL","DEL","DEL"
"12436","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12436","DEL","DEL","DEL"
"12437","DEL","12437","12437","12437","12437","12437","12437","DEL","DEL","12437","12437","12437","12437"
"12438","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12438","DEL","DEL","DEL","12438","DEL"
"12441","12441","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL"
"12442","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12442"
"12444","DEL","DEL","DEL","DEL","DEL","DEL","12444","DEL","12444","12444","12444","12444","DEL"
"12446","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12446","DEL","DEL"
"12447","DEL","DEL","DEL","DEL","12447","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL"
"12448","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12448","DEL","DEL"
"12449","DEL","DEL","DEL","DEL","DEL","DEL","12449","DEL","12449","12449","DEL","12449","DEL"
"12450","DEL","DEL","DEL","DEL","DEL","DEL","12450","12450","DEL","DEL","DEL","DEL","DEL"
"12451","DEL","12451","DEL","DEL","DEL","12451","DEL","DEL","DEL","DEL","12451","12451","DEL"
"12452","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12452","DEL"
"12453","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12453","DEL","DEL","DEL","DEL","DEL"
"12454","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12454","DEL","DEL"
"12455","DEL","DEL","12455","DEL","DEL","DEL","12455","12455","12455","12455","DEL","DEL","DEL"
"12456","DEL","DEL","DEL","12456","DEL","DEL","DEL","12456","DEL","DEL","12456","DEL","DEL"
"12457","DEL","DEL","DEL","DEL","12457","DEL","DEL","DEL","DEL","12457","14970","DEL","DEL"
"12458","DEL","DEL","12458","DEL","DEL","DEL","DEL","DEL","DEL","12458","DEL","DEL","DEL"
"12461","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12461","DEL","12436","DEL","DEL","DEL"
"12462","DEL","DEL","12462","DEL","DEL","DEL","DEL","DEL","DEL","DEL","DEL","12462","DEL"
"12463","DEL","DEL","DEL","DEL","12463","12463","12463","DEL","DEL","DEL","12463","DEL","DEL"
"12464","DEL","DEL","12464","DEL","DEL","12464","DEL","12474","12444","DEL","DEL","12464","DEL"
"12465","DEL","DEL","DEL","DEL","DEL","DEL","12465","DEL","DEL","DEL","DEL","12465","DEL"
"12468","DEL","12468","DEL","DEL","DEL","DEL","12468","DEL","DEL","DEL","DEL","DEL","DEL"
