id_user,0,1,2,3,4,5,6,7,8,9,10,11,12
12347,15002,12347,DEL,DEL,12580,DEL,12347,DEL,12347,DEL,12347,DEL,12347
12348,12348,12348,DEL,DEL,12348,DEL,DEL,DEL,DEL,12348,DEL,DEL,DEL
12349,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,12349,DEL
12350,DEL,DEL,12350,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL
12352,DEL,DEL,12352,12352,DEL,DEL,DEL,DEL,DEL,12352,DEL,15227,DEL
12354,DEL,DEL,DEL,DEL,12354,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL
12355,DEL,DEL,DEL,DEL,DEL,13985,DEL,DEL,DEL,DEL,DEL,DEL,DEL
12356,DEL,12356,DEL,DEL,12356,DEL,DEL,DEL,DEL,DEL,DEL,12356,DEL
12357,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,12357,DEL
12358,DEL,DEL,DEL,DEL,DEL,DEL,DEL,12358,DEL,DEL,DEL,DEL,15237
12359,DEL,13267,12359,DEL,DEL,DEL,12359,DEL,DEL,DEL,12359,DEL,DEL
12360,DEL,DEL,DEL,DEL,DEL,12360,DEL,DEL,12360,DEL,12360,DEL,DEL
12361,DEL,DEL,12361,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL
12362,DEL,DEL,12362,DEL,12362,DEL,DEL,12362,13488,12362,12362,12362,12362
12363,DEL,DEL,DEL,DEL,12363,DEL,DEL,DEL,12363,DEL,DEL,DEL,DEL
12364,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,12418,15810,12364,DEL,12364
12365,DEL,DEL,12365,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL
12367,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,15690
12370,12370,DEL,DEL,12370,DEL,DEL,DEL,DEL,DEL,DEL,12370,DEL,DEL
12371,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,12371,DEL,DEL
12372,DEL,DEL,12372,DEL,DEL,12372,DEL,DEL,DEL,12826,DEL,DEL,DEL
12373,DEL,DEL,15240,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL
12374,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,16303,DEL
12375,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,12375,DEL,14209,DEL
12377,12377,12377,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL
12378,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,12378,DEL,DEL,DEL,DEL
12379,DEL,DEL,DEL,DEL,DEL,DEL,12674,DEL,DEL,18226,DEL,DEL,DEL
12380,DEL,DEL,DEL,DEL,DEL,DEL,12380,DEL,DEL,12657,12380,12380,DEL
12381,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,12381,DEL,12381,12381,16149
12383,12383,12383,DEL,12383,13426,DEL,12383,DEL,DEL,DEL,DEL,DEL,DEL
12384,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,12384,DEL,DEL,12384,DEL
12386,12386,12386,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL
12388,DEL,12388,12388,17730,DEL,DEL,DEL,12388,DEL,12388,DEL,13638,DEL
12390,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,12390,DEL,DEL,DEL
12391,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,12391,DEL
12393,DEL,12393,DEL,DEL,13995,DEL,DEL,DEL,DEL,13126,DEL,DEL,DEL
12394,DEL,DEL,DEL,DEL,DEL,15062,DEL,DEL,DEL,DEL,12394,DEL,DEL
12395,12395,DEL,12395,15410,DEL,12395,18171,DEL,13327,DEL,14057,12395,DEL
12397,DEL,DEL,DEL,DEL,DEL,DEL,DEL,12397,DEL,DEL,DEL,12397,DEL
